Source,Target
kylikes fragments,Greek and Roman Art
boots,Costume Institute
plate,The American Wing
print,Drawings and Prints
print,Drawings and Prints
cut paper,Drawings and Prints
ephemera,Drawings and Prints
piece,European Sculpture and Decorative Arts
print,Drawings and Prints
statuette of a female from a ring dance,Greek and Roman Art
relief,Egyptian Art
hanging scrolls,Asian Art
print,Drawings and Prints
ensemble,Costume Institute
pilgrim flask,The American Wing
print,Drawings and Prints
textile,Asian Art
print,Drawings and Prints
print,Drawings and Prints
painting,European Paintings
drawing,Drawings and Prints
print,Drawings and Prints
kylix fragments,Greek and Roman Art
military sword,Arms and Armor
drinking cup,Asian Art
book,Drawings and Prints
piece,European Sculpture and Decorative Arts
photograph,Photographs
wedding dress,Costume Institute
trade card,Drawings and Prints
spoon,The American Wing
drawing,Drawings and Prints
dinner plate,The American Wing
print,Drawings and Prints
print,Drawings and Prints
drawing,Drawings and Prints
damaru,Musical Instruments
baseball card,Drawings and Prints
coat,Costume Institute
carte-de-visite,Photographs
print,Drawings and Prints
print,Drawings and Prints
photograph,Photographs
kylix fragment,Greek and Roman Art
print,Drawings and Prints
inkstand,European Sculpture and Decorative Arts
photograph,Photographs
photograph,Photographs
drawing,Drawings and Prints
fragment,Islamic Art
print,Drawings and Prints
print,Drawings and Prints
print,Drawings and Prints
print,Drawings and Prints
harp-lute,"Arts of Africa, Oceania, and the Americas"
book,Drawings and Prints
bowl fragment,Medieval Art
fibula,Greek and Roman Art
print ornament & architecture,Drawings and Prints
trivet,The American Wing
wheellock pistols with holsters and horse trappings,Arms and Armor
print,Drawings and Prints
kylix fragment,Greek and Roman Art
album,Photographs
print,Drawings and Prints
vajracarya priest's crown,Arms and Armor
piece,Asian Art
bowl,Modern and Contemporary Art
left thigh and knee defense,Arms and Armor
fan,Costume Institute
baseball card,Drawings and Prints
cut paper,Drawings and Prints
relief,Asian Art
print,Drawings and Prints
collar,European Sculpture and Decorative Arts
bowl,The American Wing
photograph,Photographs
book,Drawings and Prints
print,Drawings and Prints
book prints ornament & architecture,Drawings and Prints
jar label,Egyptian Art
photograph,Photographs
photograph,Modern and Contemporary Art
painting,European Paintings
negative,Photographs
drawing,Drawings and Prints
photograph,Photographs
negative,Photographs
bowl,Asian Art
fragment,Islamic Art
kaftan fragment,Islamic Art
bust,European Sculpture and Decorative Arts
print,Asian Art
print,Drawings and Prints
evening cape,Costume Institute
medal,The American Wing
cap,Costume Institute
print,Drawings and Prints
souvenir spoon,European Sculpture and Decorative Arts
drawing,Drawings and Prints
books prints ornament & architecture,Drawings and Prints
carte-de-visite,Photographs
piece,European Sculpture and Decorative Arts
print,Drawings and Prints
photograph,Photographs
serving fork,European Sculpture and Decorative Arts
baseball card,Drawings and Prints
drawing,Drawings and Prints
cuirass,Arms and Armor
print,Asian Art
piece,Asian Art
drawing,Drawings and Prints
ornament & architecture,Drawings and Prints
spoon,European Sculpture and Decorative Arts
ornament,"Arts of Africa, Oceania, and the Americas"
book,Drawings and Prints
cape,Costume Institute
drawing,The American Wing
capital,The Cloisters
photograph,Drawings and Prints
print,Drawings and Prints
drawing,Drawings and Prints
photograph,Photographs
mugshot,Photographs
drawing,Modern and Contemporary Art
postcard,Photographs
boxing,Drawings and Prints
collection ornament & architecture,Drawings and Prints
photograph,Photographs
print,Drawings and Prints
jar,Egyptian Art
skyphos fragment,Greek and Roman Art
baseball card,Drawings and Prints
baseball card,Drawings and Prints
dice,Egyptian Art
print,Drawings and Prints
textile fragment,Islamic Art
bread plate,The American Wing
photograph,Drawings and Prints
bead,Asian Art
print,Drawings and Prints
statuette of a woman,Greek and Roman Art
print,Drawings and Prints
print,Drawings and Prints
print,Drawings and Prints
oliphant,Islamic Art
cup,Greek and Roman Art
facsimile,Egyptian Art
headdress,Egyptian Art
print,Drawings and Prints
relief,Egyptian Art
print,Drawings and Prints
sphinx figurine,Egyptian Art
print,Drawings and Prints
drawing ornament & architecture,Drawings and Prints
nail,Greek and Roman Art
pitcher,The American Wing
print,Drawings and Prints
necklace,Costume Institute
print,Drawings and Prints
candelabrum,European Sculpture and Decorative Arts
kylix fragment,Greek and Roman Art
print,Drawings and Prints
fragment,European Sculpture and Decorative Arts
necklace,Asian Art
lamp shade,Islamic Art
photograph,Photographs
drawing,Drawings and Prints
print,Drawings and Prints
print,Drawings and Prints
book,Drawings and Prints
print,Drawings and Prints
fragment,Islamic Art
evening ensemble,Costume Institute
bowl,"Arts of Africa, Oceania, and the Americas"
negative,Photographs
veil,European Sculpture and Decorative Arts
frieze fragment,Islamic Art
painting,European Paintings
card tablet,Modern and Contemporary Art
fragment,European Sculpture and Decorative Arts
baseball card,Drawings and Prints
dagger (katar) with sheath,Arms and Armor
quilt,The American Wing
suit,Costume Institute
ornament,Ancient Near Eastern Art
shawl,Islamic Art
jar label,Egyptian Art
shot bag (<i>perdigonera</i>),Arms and Armor
photograph,Photographs
drawing,Drawings and Prints
print,Drawings and Prints
hat finial,Asian Art
dish,Asian Art
screen,Asian Art
intaglio,Greek and Roman Art
print,Drawings and Prints
brocade,Islamic Art
chess piece,Medieval Art
print,Drawings and Prints
jar label,Egyptian Art
photograph,Photographs
print,Drawings and Prints
ancestor figure,"Arts of Africa, Oceania, and the Americas"
painting,Modern and Contemporary Art
gloves,Costume Institute
print,Drawings and Prints
thermos carafe,Modern and Contemporary Art
kylix fragment,Greek and Roman Art
shabti,Egyptian Art
toast rack,European Sculpture and Decorative Arts
print,Drawings and Prints
print,Drawings and Prints
bowl,"Arts of Africa, Oceania, and the Americas"
pumps,Costume Institute
cut paper,Drawings and Prints
negative,Photographs
key,Medieval Art
print,Drawings and Prints
lekanis,Greek and Roman Art
print,Drawings and Prints
poster,Drawings and Prints
scarab,Egyptian Art
ostrakon,Medieval Art
stereograph,Photographs
drawing,Modern and Contemporary Art
intaglio,Greek and Roman Art
drawing,Drawings and Prints
print,Drawings and Prints
partisan,Arms and Armor
edging,European Sculpture and Decorative Arts
book,Drawings and Prints
ojime,Asian Art
jug,Medieval Art
pin with bust of a woman,Greek and Roman Art
strip,European Sculpture and Decorative Arts
print,Drawings and Prints
chemise,Costume Institute
print,Drawings and Prints
print,Drawings and Prints
drinking horn,Robert Lehman Collection
yaksha,Asian Art
cone,Egyptian Art
print,Drawings and Prints
axe (tabar) with stiletto,Arms and Armor
photograph,Photographs
book,Drawings and Prints
polaroid,Photographs
stall fragment,European Sculpture and Decorative Arts
plaquette,European Sculpture and Decorative Arts
earring-hook type with pendant and paste setting,Greek and Roman Art
plaque,Ancient Near Eastern Art
drawing print ornament & architecture,Drawings and Prints
column-krater fragment,Greek and Roman Art
tunic fragment,Islamic Art
painting,European Paintings
kylix fragment,Greek and Roman Art
knife,"Arts of Africa, Oceania, and the Americas"
photograph,Photographs
jar label,Egyptian Art
mortar,European Sculpture and Decorative Arts
pochette d'amore,Musical Instruments
necklace,Egyptian Art
print,Drawings and Prints
print,Drawings and Prints
print,Drawings and Prints
print,Drawings and Prints
fete,Drawings and Prints
ornament & architecture,Drawings and Prints
candlestick,The American Wing
glass,Modern and Contemporary Art
print,Drawings and Prints
baseball card,Drawings and Prints
book,Drawings and Prints
ornament & architecture,Drawings and Prints
print,Drawings and Prints
figure,European Sculpture and Decorative Arts
vase fragment,Egyptian Art
food,Egyptian Art
fragments,Greek and Roman Art
diptych wing,Medieval Art
beads,Greek and Roman Art
jar label,Egyptian Art
print,Drawings and Prints
tankard,European Sculpture and Decorative Arts
drawing ornament & architecture,Drawings and Prints
photograph,Photographs
purse,Asian Art
ensemble,Costume Institute
candlestick perfume bottle,Greek and Roman Art
illustrated book,Asian Art
sherd,Ancient Near Eastern Art
drawing,Drawings and Prints
drawing,Drawings and Prints
print,Drawings and Prints
stamp seal,Ancient Near Eastern Art
book,Drawings and Prints
ring,Greek and Roman Art
book,Drawings and Prints
ornament & architecture,Drawings and Prints
print,Drawings and Prints
piece,Asian Art
medallion,European Sculpture and Decorative Arts
print,Drawings and Prints
print,Drawings and Prints
kylix fragment,Greek and Roman Art
textile fragment,Islamic Art
print,Drawings and Prints
tunic,Islamic Art
vase,Asian Art
door,The American Wing
print,Drawings and Prints
plate,Islamic Art
arrow,"Arts of Africa, Oceania, and the Americas"
negative,Photographs
book,Drawings and Prints
book,Drawings and Prints
photograph,Photographs
negative,Photographs
print,Asian Art
print,Drawings and Prints
stringed instrument,Musical Instruments
print,Drawings and Prints
carte-de-visite,Photographs
drawing,Robert Lehman Collection
print,Drawings and Prints
ensemble,Costume Institute
book,Drawings and Prints
border,Medieval Art
print,Drawings and Prints
drawing,Drawings and Prints
print,Drawings and Prints
seal,Greek and Roman Art
bracelet,Greek and Roman Art
spindle whorl,Greek and Roman Art
print,Drawings and Prints
print,Drawings and Prints
print,Drawings and Prints
print,Drawings and Prints
photograph,Photographs
tazza,European Sculpture and Decorative Arts
print,Drawings and Prints
print,Drawings and Prints
sword guard (tsuba),Arms and Armor
vase,Modern and Contemporary Art
print collection ornament & architecture,Drawings and Prints
sampler,European Sculpture and Decorative Arts
vase,European Sculpture and Decorative Arts
print,Drawings and Prints
pot fragments,Greek and Roman Art
mass bell,Musical Instruments
kylix fragment,Greek and Roman Art
drawing,Drawings and Prints
head,Asian Art
print,Drawings and Prints
cylinder seal,Ancient Near Eastern Art
jumpsuit,Costume Institute
print,Drawings and Prints
photograph,Photographs
plaque,Egyptian Art
guisarme,Arms and Armor
print,Drawings and Prints
piece,Asian Art
milk jug,European Sculpture and Decorative Arts
drawing,Modern and Contemporary Art
photograph,Photographs
print,Drawings and Prints
hands offering,Egyptian Art
aje,Musical Instruments
edging,European Sculpture and Decorative Arts
album drawings prints ornament & architecture,Drawings and Prints
bowl,Modern and Contemporary Art
pair of pistol holsters,Arms and Armor
alb,European Sculpture and Decorative Arts
print,Drawings and Prints
print,Drawings and Prints
side chair,The American Wing
sauce tureen,The American Wing
print,Drawings and Prints
manuscript case,The Cloisters
print,Drawings and Prints
scarab,Greek and Roman Art
block,Drawings and Prints
book,Drawings and Prints
drawing,Drawings and Prints
book,Drawings and Prints
print,Drawings and Prints
print,Drawings and Prints
print,Drawings and Prints
temple pendant,Medieval Art
baseball card,Drawings and Prints
bottle,"Arts of Africa, Oceania, and the Americas"
upholstery panel,European Sculpture and Decorative Arts
harpoon head,Asian Art
evening dress,Costume Institute
baseball card,Drawings and Prints
photograph,Photographs
punch cup,European Sculpture and Decorative Arts
kylix fragment,Greek and Roman Art
book print ornament & architecture,Drawings and Prints
print,Drawings and Prints
photograph,Photographs
"print
ornament & architecture",Drawings and Prints
print,Drawings and Prints
photograph,Drawings and Prints
sword guard (tsuba),Arms and Armor
print,Drawings and Prints
print,Drawings and Prints
negative,Photographs
chair strip,Asian Art
kylix fragment,Greek and Roman Art
candelabra,Medieval Art
scarab,Egyptian Art
fragment of a model,Islamic Art
altarpiece,The Cloisters
photograph,Photographs
print,Drawings and Prints
print,Asian Art
print,Drawings and Prints
print,Drawings and Prints
comb,Costume Institute
drawing,Drawings and Prints
photograph,Photographs
drawing,Drawings and Prints
bead,Egyptian Art
drawing ornament & architecture,Drawings and Prints
juglet,Greek and Roman Art
print,Drawings and Prints
fete,Drawings and Prints
ornament & architecture,Drawings and Prints
belt,"Arts of Africa, Oceania, and the Americas"
teapot,Asian Art
photograph,Photographs
print,Modern and Contemporary Art
incense burner,Asian Art
print,Drawings and Prints
book prints ornament & architecture,Drawings and Prints
coin,Greek and Roman Art
fragment,European Sculpture and Decorative Arts
piece,European Sculpture and Decorative Arts
print,Drawings and Prints
bathing suit,Costume Institute
print,Modern and Contemporary Art
skirt,Asian Art
drawing,Drawings and Prints
kylix fragment,Greek and Roman Art
architectural model,Asian Art
autochrome,Photographs
scarab,Egyptian Art
jar,The American Wing
stirrups,Arms and Armor
mastoid fragment,Greek and Roman Art
installation,Modern and Contemporary Art
amulet seal,Egyptian Art
teabowl,Asian Art
drawing ornament & architecture,Drawings and Prints
carte-de-visite,Photographs
rubbing from a brass monument,Arms and Armor
box,Egyptian Art
drawing,Modern and Contemporary Art
print,Drawings and Prints
print,Drawings and Prints
photograph,Drawings and Prints
plate,The American Wing
print,Drawings and Prints
print,Drawings and Prints
photograph,Photographs
print collection ornament & architecture,Drawings and Prints
spatula fragment,Asian Art
top hat,Costume Institute
photograph,Drawings and Prints
earring or spiral,Greek and Roman Art
tumbler,The American Wing
sweater,Costume Institute
scarab,Egyptian Art
cup,European Sculpture and Decorative Arts
pair of dolls,"Arts of Africa, Oceania, and the Americas"
nail file,European Sculpture and Decorative Arts
print,Drawings and Prints
stereograph,Photographs
kylix fragment,Greek and Roman Art
print,Drawings and Prints
undetermined closed shape,Greek and Roman Art
print,Drawings and Prints
photograph,Photographs
textile sample,Modern and Contemporary Art
print,Drawings and Prints
textile sample,Modern and Contemporary Art
hood,Costume Institute
bottle,Asian Art
folio from a non-illustrated manuscript,Islamic Art
photograph,Photographs
flask in the shape of two trussed geese,Egyptian Art
medal,European Sculpture and Decorative Arts
tassel,European Sculpture and Decorative Arts
quille,European Sculpture and Decorative Arts
print,Drawings and Prints
painting,European Paintings
skyphos fragment,Greek and Roman Art
print,Drawings and Prints
baseball card,Drawings and Prints
brooch,Costume Institute
print,Drawings and Prints
rank badge,Asian Art
leg defenses of mail,Arms and Armor
block,Drawings and Prints
broad collar terminal,Egyptian Art
negative,Photographs
mask,European Sculpture and Decorative Arts
painting,European Paintings
statuette,European Sculpture and Decorative Arts
book,Drawings and Prints
piece,European Sculpture and Decorative Arts
print,Drawings and Prints
intaglio,Greek and Roman Art
medallion,European Sculpture and Decorative Arts
book,Drawings and Prints
kylix fragment,Greek and Roman Art
print,Drawings and Prints
ephemera,Drawings and Prints
coverlet,The American Wing
slippers,Costume Institute
cream jug,European Sculpture and Decorative Arts
kris with sheath,Arms and Armor
stencil,Asian Art
tondo,Robert Lehman Collection
letter opener,European Sculpture and Decorative Arts
print,Drawings and Prints
print,Drawings and Prints
photograph,Photographs
chasuble,Medieval Art
folding fan mounted as an album leaf,Asian Art
print,Drawings and Prints
dagger blade,Greek and Roman Art
crèche figure,The American Wing
figure,European Sculpture and Decorative Arts
evening dress,Costume Institute
cup,The American Wing
print,Drawings and Prints
book,Drawings and Prints
ornament & architecture,Drawings and Prints
polaroid,Photographs
print,Drawings and Prints
kylix fragment,Greek and Roman Art
photograph,Photographs
ephemera,Photographs
print,Drawings and Prints
desk chair,European Sculpture and Decorative Arts
drawing,Modern and Contemporary Art
print,Drawings and Prints
photograph,Drawings and Prints
ewer,European Sculpture and Decorative Arts
skirt,"Arts of Africa, Oceania, and the Americas"
negligée,Costume Institute
print ornament & architecture,Drawings and Prints
shoes,Costume Institute
hanging scroll,Asian Art
grave stele with a youth and little girl,Greek and Roman Art
girdle,European Sculpture and Decorative Arts
frame drum,Musical Instruments
watch cock,European Sculpture and Decorative Arts
medal with case,Arms and Armor
textile sample,Modern and Contemporary Art
kylix fragment,Greek and Roman Art
print,Drawings and Prints
disks,Greek and Roman Art
handkerchief,European Sculpture and Decorative Arts
drawing,Drawings and Prints
book,Drawings and Prints
knife,Egyptian Art
polaroid,Photographs
print,Drawings and Prints
print,Drawings and Prints
ephemera,Drawings and Prints
lamp,Greek and Roman Art
piece,Asian Art
coin,The American Wing
print,Drawings and Prints
stamp seal,Ancient Near Eastern Art
kylix fragment,Greek and Roman Art
print,Drawings and Prints
tea jar,Asian Art
print,Asian Art
drawing,Modern and Contemporary Art
cap crown,European Sculpture and Decorative Arts
print,Drawings and Prints
book,Drawings and Prints
print,Drawings and Prints
shabti,Egyptian Art
print,Drawings and Prints
drawings,Drawings and Prints
ornament & architecture,Drawings and Prints
robe,Asian Art
photograph,Drawings and Prints
book prints ornament & architecture,Drawings and Prints
earring,Asian Art
print,Drawings and Prints
tumbler,The American Wing
denarius,Greek and Roman Art
books prints ornament & architecture,Drawings and Prints
fragment,Medieval Art
piece,Asian Art
print,Drawings and Prints
print,Drawings and Prints
kylix fragments,Greek and Roman Art
earring,Islamic Art
print,Drawings and Prints
sandals,Medieval Art
print,Drawings and Prints
mace,Arms and Armor
book,Drawings and Prints
figurine,Egyptian Art
side-light,The American Wing
photograph,Drawings and Prints
photogram,Photographs
evening coat,Costume Institute
suit,Costume Institute
drawing,Drawings and Prints
fan,Costume Institute
photomechanical print,Photographs
print,Drawings and Prints
piece,European Sculpture and Decorative Arts
kylix fragments,Greek and Roman Art
photograph,Drawings and Prints
kylix fragment,Greek and Roman Art
sword guard (tsuba),Arms and Armor
drawing,Drawings and Prints
soup dish,The American Wing
proof half sovereign,European Sculpture and Decorative Arts
seal,Greek and Roman Art
drawing,Robert Lehman Collection
drawing,Drawings and Prints
print,Drawings and Prints
print,Drawings and Prints
afternoon jacket,Costume Institute
print,Drawings and Prints
print,Drawings and Prints
vase,Asian Art
book,Drawings and Prints
ornament & architecture,Drawings and Prints
drawing,Arms and Armor
kylix fragment,Greek and Roman Art
photograph,Drawings and Prints
coat,The American Wing
photograph,Photographs
qanbus,Musical Instruments
print,Drawings and Prints
ephemera,Drawings and Prints
drawing,Modern and Contemporary Art
stem cup,Asian Art
relief,Egyptian Art
scarab,Egyptian Art
fragment,Islamic Art
painting,The American Wing
mold,Egyptian Art
print,Asian Art
photograph,Photographs
print,Drawings and Prints
print,Drawings and Prints
print,Drawings and Prints
violin,Musical Instruments
print,Drawings and Prints
statuette of a bull,Greek and Roman Art
print,Asian Art
ensemble,Costume Institute
book,Drawings and Prints
print,Drawings and Prints
drawing,Modern and Contemporary Art
drawing ornament & architecture,Drawings and Prints
print,Drawings and Prints
cover,European Sculpture and Decorative Arts
hanging,Asian Art
spoon,The American Wing
bell (rei),Musical Instruments
lace,Costume Institute
print,Drawings and Prints
one of a pair of figures,Asian Art
stater,Greek and Roman Art
print,Drawings and Prints
drawing,Drawings and Prints
photograph,Drawings and Prints
skirt,Costume Institute
books prints ornament & architecture,Drawings and Prints
lime container,Asian Art
fragment,Medieval Art
drawing,Drawings and Prints
book,Drawings and Prints
ornament & architecture,Drawings and Prints
photograph,Drawings and Prints
cup,The American Wing
print,Drawings and Prints
print,Drawings and Prints
drawing,Drawings and Prints
ornament & architecture,Drawings and Prints
jar,Egyptian Art
skyphos fragment,Greek and Roman Art
print,Drawings and Prints
photograph,Photographs
print,Drawings and Prints
kava bowl,"Arts of Africa, Oceania, and the Americas"
piece,European Sculpture and Decorative Arts
sample,European Sculpture and Decorative Arts
kylix fragment,Greek and Roman Art
lâvta,Musical Instruments
candlestick,Medieval Art
coin,Islamic Art
linen mummy cloth,Egyptian Art
olpe fragment,Greek and Roman Art
print,Drawings and Prints
book,Drawings and Prints
chasse,Medieval Art
painting,Modern and Contemporary Art
print,Drawings and Prints
drawing,Asian Art
print,Drawings and Prints
lamp,Islamic Art
model ball,Egyptian Art
furnishing textile,European Sculpture and Decorative Arts
print,Drawings and Prints
hanging scroll,Asian Art
earring,Greek and Roman Art
print,Drawings and Prints
print,Drawings and Prints
netsuke,Asian Art
jar label,Egyptian Art
button,Costume Institute
waste bowl,European Sculpture and Decorative Arts
jar label,Egyptian Art
print,Drawings and Prints
photograph,Photographs
drawing,Modern and Contemporary Art
drawing ornament & architecture,Drawings and Prints
print,Drawings and Prints
netsuke,Asian Art
boxing,Drawings and Prints
photograph,Photographs
toque,Costume Institute
sarong,"Arts of Africa, Oceania, and the Americas"
print,Drawings and Prints
painting,The American Wing
rosary,Asian Art
fragment,Islamic Art
scarab,Egyptian Art
decorative paper,Drawings and Prints
drawing,Drawings and Prints
drawing,Drawings and Prints
drawing,Drawings and Prints
piece,European Sculpture and Decorative Arts
textile fragment,Islamic Art
figure,"Arts of Africa, Oceania, and the Americas"
snuff bottle,Asian Art
non-illustrated single work,Islamic Art
baseball,Drawings and Prints
jug,Greek and Roman Art
photograph,Drawings and Prints
band,European Sculpture and Decorative Arts
drawing,Modern and Contemporary Art
manuscript materials,Photographs
beaker with dolphins,Greek and Roman Art
figure,Asian Art
oil lamp,European Sculpture and Decorative Arts
brick mold,Egyptian Art
charm,"Arts of Africa, Oceania, and the Americas"
spur,Arms and Armor
sample,European Sculpture and Decorative Arts
hanging scroll,Asian Art
beads,Egyptian Art
amulet case,Islamic Art
ensemble,Costume Institute
amulet,Egyptian Art
print,Drawings and Prints
slippers,Costume Institute
print,Drawings and Prints
cuirass with lion,Greek and Roman Art
relief,Ancient Near Eastern Art
drawing,Drawings and Prints
print,Drawings and Prints
bonnet,Costume Institute
amulet,Egyptian Art
print,Drawings and Prints
stereograph,Photographs
print,Drawings and Prints
trade card,Drawings and Prints
print,Drawings and Prints
print,Drawings and Prints
evening ensemble,Costume Institute
print,Drawings and Prints
painting,European Paintings
print,Drawings and Prints
curtain,The American Wing
baseball card,Drawings and Prints
print,Modern and Contemporary Art
corset,Costume Institute
print,Drawings and Prints
figure,Asian Art
baseball card,Drawings and Prints
book prints ornament & architecture,Drawings and Prints
woodblock print,Asian Art
baseball card,Drawings and Prints
vase,Modern and Contemporary Art
painting,Modern and Contemporary Art
photograph,Photographs
carte-de-visite,Photographs
painting,The American Wing
illustrated single work,Islamic Art
galloon,European Sculpture and Decorative Arts
book,Drawings and Prints
print,Drawings and Prints
sculpture,Modern and Contemporary Art
vase fragment,Egyptian Art
print,Drawings and Prints
scarab,Egyptian Art
jar label,Egyptian Art
millefiori bowl,Greek and Roman Art
statuette,European Sculpture and Decorative Arts
print,Drawings and Prints
print,Drawings and Prints
print,Drawings and Prints
print,Drawings and Prints
earring with nail head pendant,Greek and Roman Art
sārindā,Musical Instruments
violin bow,Musical Instruments
head of silenos,Greek and Roman Art
drawing,Drawings and Prints
ensemble,Asian Art
sculpture,Modern and Contemporary Art
drawing,Drawings and Prints
photographs ornament & architecture,Drawings and Prints
stereograph,Photographs
beaker,European Sculpture and Decorative Arts
glove,European Sculpture and Decorative Arts
baseball card,Drawings and Prints
shawl,Costume Institute
photograph,Photographs
model tipi cover,The American Wing
print,Drawings and Prints
print,Drawings and Prints
print,Drawings and Prints
photograph,Photographs
textile fragment,Islamic Art
hanging scroll,Asian Art
beads,Egyptian Art
knife handle (kozuka),Arms and Armor
print,Drawings and Prints
tumbler,The American Wing
sampler,European Sculpture and Decorative Arts
scarf,Costume Institute
neck-amphora fragment,Greek and Roman Art
baseball card,Drawings and Prints
fibula,Greek and Roman Art
"sculpture
",The Cloisters
kylix fragment?,Greek and Roman Art
relief fragment,Egyptian Art
drawing,Drawings and Prints
handkerchief,Costume Institute
photograph,Photographs
bowl,Asian Art
belt plate,Medieval Art
drawing,Drawings and Prints
print,Drawings and Prints
print,Drawings and Prints
print,Drawings and Prints
print,Asian Art
dagger,Arms and Armor
painting,The American Wing
bottle,Asian Art
bark painting,"Arts of Africa, Oceania, and the Americas"
amulet,Egyptian Art
piece,European Sculpture and Decorative Arts
baseball card,Drawings and Prints
fragment,Medieval Art
print,Drawings and Prints
scarab,Egyptian Art
print,Asian Art
bust,European Sculpture and Decorative Arts
jar,Egyptian Art
print,Drawings and Prints
ensemble,Costume Institute
drawing,Asian Art
fragment,Islamic Art
drawing,Drawings and Prints
vase,The American Wing
photograph,Drawings and Prints
photograph,Drawings and Prints
drawing,Modern and Contemporary Art
kylix fragment,Greek and Roman Art
print,Drawings and Prints
earring,Asian Art
print,Drawings and Prints
ephemera,Drawings and Prints
military collar,Costume Institute
illustrated single work,Islamic Art
evening tunic,Costume Institute
print,Drawings and Prints
photograph,Photographs
photograph,Photographs
figure,European Sculpture and Decorative Arts
photograph,Drawings and Prints
figure,Asian Art
figure,Asian Art
head of dionysos or a youth with wreath,Greek and Roman Art
tube,Ancient Near Eastern Art
sampler,"Arts of Africa, Oceania, and the Americas"
print,Drawings and Prints
spearhead,Ancient Near Eastern Art
bowl,Greek and Roman Art
video,Photographs
print,Drawings and Prints
baseball card,Drawings and Prints
photograph,Photographs
print,Drawings and Prints
print,Drawings and Prints
shaft,The Cloisters
stockings,Costume Institute
print,Drawings and Prints
ephemera,Drawings and Prints
photograph,Photographs
print,Drawings and Prints
button,Islamic Art
print,Drawings and Prints
pelike,Greek and Roman Art
decorative paper,Drawings and Prints
print collection ornament & architecture,Drawings and Prints
facsimile,Egyptian Art
print,Drawings and Prints
print,Drawings and Prints
photograph,Photographs
gloves,European Sculpture and Decorative Arts
print,Drawings and Prints
relief from funnel-jar,Greek and Roman Art
photograph,Drawings and Prints
piece,Asian Art
t-shirt,Costume Institute
sealing,Egyptian Art
print,Drawings and Prints
painting,Asian Art
sword guard (tsuba),Arms and Armor
kylix fragments,Greek and Roman Art
print,Drawings and Prints
teapot,European Sculpture and Decorative Arts
fragment,Islamic Art
print,Drawings and Prints
print,Drawings and Prints
ornament,Asian Art
parasol,Costume Institute
undetermined closed shape,Greek and Roman Art
print,Drawings and Prints
tool,Ancient Near Eastern Art
photograph,Photographs
group,European Sculpture and Decorative Arts
negative,Photographs
print,Drawings and Prints
print,Asian Art
plate,European Sculpture and Decorative Arts
prints collection ornament & architecture,Drawings and Prints
ornament,"Arts of Africa, Oceania, and the Americas"
kylix fragment,Greek and Roman Art
collection ornament & architecture,Drawings and Prints
textile sample,Modern and Contemporary Art
painting,Modern and Contemporary Art
jar,Asian Art
negative,Photographs
stereographs,Photographs
cuneiform tablet,Ancient Near Eastern Art
shrine cabinet,Asian Art
books prints ornament & architecture,Drawings and Prints
valentine,Drawings and Prints
bertha,Costume Institute
brooch,Costume Institute
book,Drawings and Prints
print,Drawings and Prints
drawing,Drawings and Prints
vest,The American Wing
painting,The American Wing
fragment,Medieval Art
print,Drawings and Prints
mugshot,Photographs
print,Drawings and Prints
statuette of a woman,Greek and Roman Art
book,Drawings and Prints
jar,Greek and Roman Art
pinax or metope fragment,Greek and Roman Art
drawing,Modern and Contemporary Art
lamp,Islamic Art
print,Modern and Contemporary Art
jar,Asian Art
print,Drawings and Prints
cups and saucers,European Sculpture and Decorative Arts
plate,The American Wing
print,Drawings and Prints
negative,Photographs
sons of horus,Egyptian Art
print,Drawings and Prints
fragment,Greek and Roman Art
books prints ornament & architecture,Drawings and Prints
stockings,Costume Institute
relief,European Sculpture and Decorative Arts
priming flask,Arms and Armor
book,Drawings and Prints
drawing,Drawings and Prints
two cantle plates of a saddle,Arms and Armor
polaroid,Photographs
print,Drawings and Prints
belt buckle,Costume Institute
polaroid,Photographs
baseball,Drawings and Prints
print,Drawings and Prints
book,Drawings and Prints
kylix fragment,Greek and Roman Art
vase,Asian Art
print,Drawings and Prints
vessel,Egyptian Art
drawing,Drawings and Prints
folio,Asian Art
piece,European Sculpture and Decorative Arts
buckle,Arms and Armor
earrings,Costume Institute
pen,Egyptian Art
photograph,Photographs
print,Drawings and Prints
souvenir spoon,European Sculpture and Decorative Arts
print,Drawings and Prints
plaque,"Arts of Africa, Oceania, and the Americas"
negative,Photographs
polaroid,Photographs
photograph,Photographs
print,Drawings and Prints
relief fragment,Egyptian Art
armchair,The American Wing
jar label,Egyptian Art
photograph,Photographs
letter,Drawings and Prints
album leaf,Asian Art
bracelet,Costume Institute
relief fragment with youth on a ketos,Greek and Roman Art
book,Drawings and Prints
candlestick,Islamic Art
necklace,Egyptian Art
vessel,"Arts of Africa, Oceania, and the Americas"
print baseball card,Drawings and Prints
netsuke,Asian Art
print,Drawings and Prints
ephemera,Drawings and Prints
print,Drawings and Prints
book,Drawings and Prints
dressing table,The American Wing
print,Drawings and Prints
baseball card,Drawings and Prints
print,Drawings and Prints
negative,Photographs
print,Drawings and Prints
figure,Asian Art
fragment,Islamic Art
print,Drawings and Prints
border,European Sculpture and Decorative Arts
print,Drawings and Prints
rapier,Arms and Armor
drawing,Drawings and Prints
ornament & architecture,Drawings and Prints
figure,Asian Art
print,Drawings and Prints
sampler,European Sculpture and Decorative Arts
scarab,Egyptian Art
